TIPO DE VICTIMA,DANE UBICACION,DEPARTAMENTO UBICACION,MUNICIPIO UBICACION,CICLO VITAL,DISCAPACIDAD,ETNIA,GENERO,PERSONAS
Víctimas de conflicto armado,76001,VALLE DEL CAUCA,CALI,entre 12 y 17,Sin discapacidad,Negro(a) o Afrocolombiano(a),Hombre,"2,837"
Víctimas de conflicto armado,76001,VALLE DEL CAUCA,CALI,entre 18 y 28,Sin discapacidad,Negro(a) o Afrocolombiano(a),Hombre,"4,269"
Víctimas de conflicto armado,76001,VALLE DEL CAUCA,CALI,entre 29 y 60,Sin discapacidad,Negro(a) o Afrocolombiano(a),Hombre,"5,257"
Víctimas de conflicto armado,76001,VALLE DEL CAUCA,CALI,entre 61 y 100,Sin discapacidad,Negro(a) o Afrocolombiano(a),Hombre,"1,012"
Víctimas de conflicto armado,76001,VALLE DEL CAUCA,CALI,entre 29 y 60,Con discapacidad,Raizal del Archipielago de San Andres y Providencia,Hombre,1
Víctimas de conflicto armado,76001,VALLE DEL CAUCA,CALI,entre 61 y 100,Con discapacidad,Raizal del Archipielago de San Andres y Providencia,Hombre,2
Víctimas de conflicto armado,76001,VALLE DEL CAUCA,CALI,ND,Sin discapacidad,Raizal del Archipielago de San Andres y Providencia,Hombre,49
Víctimas de conflicto armado,76001,VALLE DEL CAUCA,CALI,entre 0 y 5,Sin discapacidad,Raizal del Archipielago de San Andres y Providencia,Hombre,1
Víctimas de conflicto armado,76001,VALLE DEL CAUCA,CALI,entre 6 y 11,Sin discapacidad,Raizal del Archipielago de San Andres y Providencia,Hombre,3
Víctimas de conflicto armado,76001,VALLE DEL CAUCA,CALI,entre 12 y 17,Sin discapacidad,Raizal del Archipielago de San Andres y Providencia,Hombre,8
Víctimas de conflicto armado,76001,VALLE DEL CAUCA,CALI,entre 18 y 28,Sin discapacidad,Raizal del Archipielago de San Andres y Providencia,Hombre,17
Víctimas de conflicto armado,76001,VALLE DEL CAUCA,CALI,entre 29 y 60,Sin discapacidad,Raizal del Archipielago de San Andres y Providencia,Hombre,58
Víctimas de conflicto armado,76001,VALLE DEL CAUCA,CALI,entre 61 y 100,Sin discapacidad,Raizal del Archipielago de San Andres y Providencia,Hombre,12
Víctimas de conflicto armado,76001,VALLE DEL CAUCA,CALI,ND,Con discapacidad,Ninguna,No Informa,2
Víctimas de conflicto armado,76001,VALLE DEL CAUCA,CALI,entre 6 y 11,Con discapacidad,Ninguna,No Informa,1
Víctimas de conflicto armado,76001,VALLE DEL CAUCA,CALI,entre 18 y 28,Con discapacidad,Ninguna,No Informa,1
Víctimas de conflicto armado,76001,VALLE DEL CAUCA,CALI,entre 29 y 60,Con discapacidad,Ninguna,No Informa,15
Víctimas de conflicto armado,76001,VALLE DEL CAUCA,CALI,entre 61 y 100,Con discapacidad,Ninguna,No Informa,2
Víctimas de conflicto armado,76001,VALLE DEL CAUCA,CALI,ND,Sin discapacidad,Ninguna,No Informa,673
Víctimas de conflicto armado,76001,VALLE DEL CAUCA,CALI,entre 0 y 5,Sin discapacidad,Ninguna,No Informa,11
Víctimas de conflicto armado,76001,VALLE DEL CAUCA,CALI,entre 6 y 11,Sin discapacidad,Ninguna,No Informa,28
Víctimas de conflicto armado,76001,VALLE DEL CAUCA,CALI,entre 12 y 17,Sin discapacidad,Ninguna,No Informa,16
Víctimas de conflicto armado,76001,VALLE DEL CAUCA,CALI,entre 18 y 28,Sin discapacidad,Ninguna,No Informa,51
Víctimas de conflicto armado,76001,VALLE DEL CAUCA,CALI,entre 29 y 60,Sin discapacidad,Ninguna,No Informa,196
Víctimas de conflicto armado,76001,VALLE DEL CAUCA,CALI,entre 61 y 100,Sin discapacidad,Ninguna,No Informa,53
Víctimas de conflicto armado,76001,VALLE DEL CAUCA,CALI,entre 0 y 5,Sin discapacidad,Indigena,No Informa,1
Víctimas de conflicto armado,76001,VALLE DEL CAUCA,CALI,entre 12 y 17,Sin discapacidad,Indigena,No Informa,2
Víctimas de conflicto armado,76001,VALLE DEL CAUCA,CALI,entre 18 y 28,Sin discapacidad,Indigena,No Informa,4
Víctimas de conflicto armado,76001,VALLE DEL CAUCA,CALI,entre 29 y 60,Sin discapacidad,Indigena,No Informa,17
Víctimas de conflicto armado,76001,VALLE DEL CAUCA,CALI,entre 61 y 100,Sin discapacidad,Indigena,No Informa,2
Víctimas de conflicto armado,76001,VALLE DEL CAUCA,CALI,ND,Con discapacidad,Negro(a) o Afrocolombiano(a),No Informa,1
Víctimas de conflicto armado,76001,VALLE DEL CAUCA,CALI,entre 12 y 17,Con discapacidad,Negro(a) o Afrocolombiano(a),No Informa,2
Víctimas de conflicto armado,76001,VALLE DEL CAUCA,CALI,entre 18 y 28,Con discapacidad,Negro(a) o Afrocolombiano(a),No Informa,2
Víctimas de conflicto armado,76001,VALLE DEL CAUCA,CALI,entre 29 y 60,Con discapacidad,Negro(a) o Afrocolombiano(a),No Informa,14
Víctimas de conflicto armado,76001,VALLE DEL CAUCA,CALI,entre 61 y 100,Con discapacidad,Negro(a) o Afrocolombiano(a),No Informa,3
Víctimas de conflicto armado,76001,VALLE DEL CAUCA,CALI,entre 0 y 5,Sin discapacidad,Negro(a) o Afrocolombiano(a),No Informa,6
Víctimas de conflicto armado,76001,VALLE DEL CAUCA,CALI,entre 6 y 11,Sin discapacidad,Negro(a) o Afrocolombiano(a),No Informa,11
Víctimas de conflicto armado,76001,VALLE DEL CAUCA,CALI,entre 12 y 17,Sin discapacidad,Negro(a) o Afrocolombiano(a),No Informa,16
Víctimas de conflicto armado,76001,VALLE DEL CAUCA,CALI,entre 18 y 28,Sin discapacidad,Negro(a) o Afrocolombiano(a),No Informa,21
Víctimas de conflicto armado,76001,VALLE DEL CAUCA,CALI,entre 29 y 60,Sin discapacidad,Negro(a) o Afrocolombiano(a),No Informa,78
Víctimas de conflicto armado,76001,VALLE DEL CAUCA,CALI,entre 61 y 100,Sin discapacidad,Negro(a) o Afrocolombiano(a),No Informa,13
Víctimas de conflicto armado,76001,VALLE DEL CAUCA,CALI,ND,Sin discapacidad,Raizal del Archipielago de San Andres y Providencia,No Informa,24
Víctimas de conflicto armado,76001,VALLE DEL CAUCA,CALI,entre 6 y 11,Sin discapacidad,Raizal del Archipielago de San Andres y Providencia,No Informa,1
Víctimas de conflicto armado,76001,VALLE DEL CAUCA,CALI,entre 29 y 60,Sin discapacidad,Raizal del Archipielago de San Andres y Providencia,No Informa,1
Víctimas de conflicto armado,76001,VALLE DEL CAUCA,CALI,entre 61 y 100,Sin discapacidad,Raizal del Archipielago de San Andres y Providencia,No Informa,1
Víctimas de conflicto armado,76020,VALLE DEL CAUCA,ALCALA,entre 12 y 17,Con discapacidad,Ninguna,Mujer,2
Víctimas de conflicto armado,76020,VALLE DEL CAUCA,ALCALA,entre 18 y 28,Con discapacidad,Ninguna,Mujer,1
Víctimas de conflicto armado,76020,VALLE DEL CAUCA,ALCALA,entre 29 y 60,Con discapacidad,Ninguna,Mujer,8
Víctimas de conflicto armado,76020,VALLE DEL CAUCA,ALCALA,entre 61 y 100,Con discapacidad,Ninguna,Mujer,6
Víctimas de conflicto armado,76020,VALLE DEL CAUCA,ALCALA,ND,Sin discapacidad,Ninguna,Mujer,35
Víctimas de conflicto armado,76020,VALLE DEL CAUCA,ALCALA,entre 0 y 5,Sin discapacidad,Ninguna,Mujer,23
Víctimas de conflicto armado,76020,VALLE DEL CAUCA,ALCALA,entre 6 y 11,Sin discapacidad,Ninguna,Mujer,50
Víctimas de conflicto armado,76020,VALLE DEL CAUCA,ALCALA,entre 12 y 17,Sin discapacidad,Ninguna,Mujer,105
Víctimas de conflicto armado,76020,VALLE DEL CAUCA,ALCALA,entre 18 y 28,Sin discapacidad,Ninguna,Mujer,132
Víctimas de conflicto armado,76020,VALLE DEL CAUCA,ALCALA,entre 29 y 60,Sin discapacidad,Ninguna,Mujer,326
Víctimas de conflicto armado,76020,VALLE DEL CAUCA,ALCALA,entre 61 y 100,Sin discapacidad,Ninguna,Mujer,81
Víctimas de conflicto armado,76020,VALLE DEL CAUCA,ALCALA,entre 6 y 11,Sin discapacidad,Indigena,Mujer,1
Víctimas de conflicto armado,76020,VALLE DEL CAUCA,ALCALA,entre 12 y 17,Sin discapacidad,Indigena,Mujer,1
Víctimas de conflicto armado,76020,VALLE DEL CAUCA,ALCALA,entre 18 y 28,Sin discapacidad,Indigena,Mujer,1
Víctimas de conflicto armado,76020,VALLE DEL CAUCA,ALCALA,entre 29 y 60,Sin discapacidad,Indigena,Mujer,3
Víctimas de conflicto armado,76020,VALLE DEL CAUCA,ALCALA,entre 61 y 100,Sin discapacidad,Indigena,Mujer,1
Víctimas de conflicto armado,76020,VALLE DEL CAUCA,ALCALA,entre 12 y 17,Sin discapacidad,Gitano(a) ROM,Mujer,1
Víctimas de conflicto armado,76020,VALLE DEL CAUCA,ALCALA,entre 18 y 28,Sin discapacidad,Gitano(a) ROM,Mujer,3
Víctimas de conflicto armado,76020,VALLE DEL CAUCA,ALCALA,entre 29 y 60,Sin discapacidad,Gitano(a) ROM,Mujer,1
Víctimas de conflicto armado,76020,VALLE DEL CAUCA,ALCALA,entre 61 y 100,Con discapacidad,Negro(a) o Afrocolombiano(a),Mujer,3
Víctimas de conflicto armado,76020,VALLE DEL CAUCA,ALCALA,ND,Sin discapacidad,Negro(a) o Afrocolombiano(a),Mujer,2
Víctimas de conflicto armado,76020,VALLE DEL CAUCA,ALCALA,entre 0 y 5,Sin discapacidad,Negro(a) o Afrocolombiano(a),Mujer,2
Víctimas de conflicto armado,76020,VALLE DEL CAUCA,ALCALA,entre 6 y 11,Sin discapacidad,Negro(a) o Afrocolombiano(a),Mujer,15
Víctimas de conflicto armado,76020,VALLE DEL CAUCA,ALCALA,entre 12 y 17,Sin discapacidad,Negro(a) o Afrocolombiano(a),Mujer,16
Víctimas de conflicto armado,76020,VALLE DEL CAUCA,ALCALA,entre 18 y 28,Sin discapacidad,Negro(a) o Afrocolombiano(a),Mujer,22
Víctimas de conflicto armado,76054,VALLE DEL CAUCA,ARGELIA,entre 6 y 11,Sin discapacidad,Indigena,Mujer,1
Víctimas de conflicto armado,76020,VALLE DEL CAUCA,ALCALA,entre 29 y 60,Sin discapacidad,Negro(a) o Afrocolombiano(a),Mujer,17
Víctimas de conflicto armado,76020,VALLE DEL CAUCA,ALCALA,entre 61 y 100,Sin discapacidad,Negro(a) o Afrocolombiano(a),Mujer,4
Víctimas de conflicto armado,76020,VALLE DEL CAUCA,ALCALA,entre 29 y 60,Sin discapacidad,Raizal del Archipielago de San Andres y Providencia,Mujer,1
Víctimas de conflicto armado,76020,VALLE DEL CAUCA,ALCALA,entre 6 y 11,Con discapacidad,Ninguna,Hombre,1
Víctimas de conflicto armado,76020,VALLE DEL CAUCA,ALCALA,entre 12 y 17,Con discapacidad,Ninguna,Hombre,1
Víctimas de conflicto armado,76020,VALLE DEL CAUCA,ALCALA,entre 18 y 28,Con discapacidad,Ninguna,Hombre,5
Víctimas de conflicto armado,76020,VALLE DEL CAUCA,ALCALA,entre 29 y 60,Con discapacidad,Ninguna,Hombre,10
Víctimas de conflicto armado,76020,VALLE DEL CAUCA,ALCALA,entre 61 y 100,Con discapacidad,Ninguna,Hombre,4
Víctimas de conflicto armado,76020,VALLE DEL CAUCA,ALCALA,ND,Sin discapacidad,Ninguna,Hombre,62
Víctimas de conflicto armado,76020,VALLE DEL CAUCA,ALCALA,entre 0 y 5,Sin discapacidad,Ninguna,Hombre,38
Víctimas de conflicto armado,76020,VALLE DEL CAUCA,ALCALA,entre 6 y 11,Sin discapacidad,Ninguna,Hombre,49
Víctimas de conflicto armado,76020,VALLE DEL CAUCA,ALCALA,entre 12 y 17,Sin discapacidad,Ninguna,Hombre,71
Víctimas de conflicto armado,76020,VALLE DEL CAUCA,ALCALA,entre 18 y 28,Sin discapacidad,Ninguna,Hombre,130
Víctimas de conflicto armado,76020,VALLE DEL CAUCA,ALCALA,entre 29 y 60,Sin discapacidad,Ninguna,Hombre,283
Víctimas de conflicto armado,76020,VALLE DEL CAUCA,ALCALA,entre 61 y 100,Sin discapacidad,Ninguna,Hombre,69
Víctimas de conflicto armado,76020,VALLE DEL CAUCA,ALCALA,entre 0 y 5,Sin discapacidad,Indigena,Hombre,1
Víctimas de conflicto armado,76020,VALLE DEL CAUCA,ALCALA,entre 12 y 17,Sin discapacidad,Indigena,Hombre,1
Víctimas de conflicto armado,76020,VALLE DEL CAUCA,ALCALA,entre 18 y 28,Sin discapacidad,Indigena,Hombre,1
Víctimas de conflicto armado,76020,VALLE DEL CAUCA,ALCALA,entre 29 y 60,Sin discapacidad,Indigena,Hombre,3
Víctimas de conflicto armado,76020,VALLE DEL CAUCA,ALCALA,entre 61 y 100,Sin discapacidad,Palenquero,Hombre,1
Víctimas de conflicto armado,76020,VALLE DEL CAUCA,ALCALA,entre 6 y 11,Sin discapacidad,Gitano(a) ROM,Hombre,1
Víctimas de conflicto armado,76020,VALLE DEL CAUCA,ALCALA,entre 12 y 17,Sin discapacidad,Gitano(a) ROM,Hombre,1
Víctimas de conflicto armado,76020,VALLE DEL CAUCA,ALCALA,entre 61 y 100,Sin discapacidad,Gitano(a) ROM,Hombre,1
Víctimas de conflicto armado,76020,VALLE DEL CAUCA,ALCALA,entre 0 y 5,Con discapacidad,Negro(a) o Afrocolombiano(a),Hombre,1
Víctimas de conflicto armado,76020,VALLE DEL CAUCA,ALCALA,entre 29 y 60,Con discapacidad,Negro(a) o Afrocolombiano(a),Hombre,2
Víctimas de conflicto armado,76020,VALLE DEL CAUCA,ALCALA,ND,Sin discapacidad,Negro(a) o Afrocolombiano(a),Hombre,4
Víctimas de conflicto armado,76020,VALLE DEL CAUCA,ALCALA,entre 0 y 5,Sin discapacidad,Negro(a) o Afrocolombiano(a),Hombre,3
Víctimas de conflicto armado,76020,VALLE DEL CAUCA,ALCALA,entre 6 y 11,Sin discapacidad,Negro(a) o Afrocolombiano(a),Hombre,7
Víctimas de conflicto armado,76020,VALLE DEL CAUCA,ALCALA,entre 12 y 17,Sin discapacidad,Negro(a) o Afrocolombiano(a),Hombre,17
Víctimas de conflicto armado,76020,VALLE DEL CAUCA,ALCALA,entre 18 y 28,Sin discapacidad,Negro(a) o Afrocolombiano(a),Hombre,23
Víctimas de conflicto armado,76020,VALLE DEL CAUCA,ALCALA,entre 29 y 60,Sin discapacidad,Negro(a) o Afrocolombiano(a),Hombre,17
Víctimas de conflicto armado,76020,VALLE DEL CAUCA,ALCALA,entre 61 y 100,Sin discapacidad,Negro(a) o Afrocolombiano(a),Hombre,2
Víctimas de conflicto armado,76020,VALLE DEL CAUCA,ALCALA,entre 12 y 17,Sin discapacidad,Raizal del Archipielago de San Andres y Providencia,Hombre,2
Víctimas de conflicto armado,76020,VALLE DEL CAUCA,ALCALA,entre 29 y 60,Sin discapacidad,Raizal del Archipielago de San Andres y Providencia,Hombre,2
Víctimas de conflicto armado,76020,VALLE DEL CAUCA,ALCALA,entre 12 y 17,Sin discapacidad,Ninguna,No Informa,1
Víctimas de conflicto armado,76020,VALLE DEL CAUCA,ALCALA,entre 29 y 60,Sin discapacidad,Ninguna,No Informa,1
Víctimas de conflicto armado,76020,VALLE DEL CAUCA,ALCALA,entre 61 y 100,Sin discapacidad,Ninguna,No Informa,1
Víctimas de conflicto armado,76036,VALLE DEL CAUCA,ANDALUCIA,entre 18 y 28,Con discapacidad,Ninguna,Mujer,1
Víctimas de conflicto armado,76036,VALLE DEL CAUCA,ANDALUCIA,entre 29 y 60,Con discapacidad,Ninguna,Mujer,8
Víctimas de conflicto armado,76036,VALLE DEL CAUCA,ANDALUCIA,entre 61 y 100,Con discapacidad,Ninguna,Mujer,7
Víctimas de conflicto armado,76036,VALLE DEL CAUCA,ANDALUCIA,ND,Sin discapacidad,Ninguna,Mujer,35
Víctimas de conflicto armado,76036,VALLE DEL CAUCA,ANDALUCIA,entre 0 y 5,Sin discapacidad,Ninguna,Mujer,10
Víctimas de conflicto armado,76036,VALLE DEL CAUCA,ANDALUCIA,entre 6 y 11,Sin discapacidad,Ninguna,Mujer,23
Víctimas de conflicto armado,76036,VALLE DEL CAUCA,ANDALUCIA,entre 12 y 17,Sin discapacidad,Ninguna,Mujer,27
Víctimas de conflicto armado,76036,VALLE DEL CAUCA,ANDALUCIA,entre 18 y 28,Sin discapacidad,Ninguna,Mujer,58
Víctimas de conflicto armado,76036,VALLE DEL CAUCA,ANDALUCIA,entre 29 y 60,Sin discapacidad,Ninguna,Mujer,158
Víctimas de conflicto armado,76036,VALLE DEL CAUCA,ANDALUCIA,entre 61 y 100,Sin discapacidad,Ninguna,Mujer,40
Víctimas de conflicto armado,76036,VALLE DEL CAUCA,ANDALUCIA,entre 29 y 60,Sin discapacidad,Indigena,Mujer,1
Víctimas de conflicto armado,76036,VALLE DEL CAUCA,ANDALUCIA,entre 29 y 60,Con discapacidad,Negro(a) o Afrocolombiano(a),Mujer,1
Víctimas de conflicto armado,76036,VALLE DEL CAUCA,ANDALUCIA,entre 6 y 11,Sin discapacidad,Negro(a) o Afrocolombiano(a),Mujer,2
Víctimas de conflicto armado,76036,VALLE DEL CAUCA,ANDALUCIA,entre 12 y 17,Sin discapacidad,Negro(a) o Afrocolombiano(a),Mujer,1
Víctimas de conflicto armado,76036,VALLE DEL CAUCA,ANDALUCIA,entre 18 y 28,Sin discapacidad,Negro(a) o Afrocolombiano(a),Mujer,2
Víctimas de conflicto armado,76036,VALLE DEL CAUCA,ANDALUCIA,entre 29 y 60,Sin discapacidad,Negro(a) o Afrocolombiano(a),Mujer,3
Víctimas de conflicto armado,76036,VALLE DEL CAUCA,ANDALUCIA,entre 61 y 100,Sin discapacidad,Negro(a) o Afrocolombiano(a),Mujer,1
Víctimas de conflicto armado,76036,VALLE DEL CAUCA,ANDALUCIA,entre 12 y 17,Con discapacidad,Ninguna,Hombre,2
Víctimas de conflicto armado,76036,VALLE DEL CAUCA,ANDALUCIA,entre 18 y 28,Con discapacidad,Ninguna,Hombre,1
Víctimas de conflicto armado,76036,VALLE DEL CAUCA,ANDALUCIA,entre 29 y 60,Con discapacidad,Ninguna,Hombre,3
Víctimas de conflicto armado,76036,VALLE DEL CAUCA,ANDALUCIA,entre 61 y 100,Con discapacidad,Ninguna,Hombre,3
Víctimas de conflicto armado,76036,VALLE DEL CAUCA,ANDALUCIA,ND,Sin discapacidad,Ninguna,Hombre,74
Víctimas de conflicto armado,76036,VALLE DEL CAUCA,ANDALUCIA,entre 0 y 5,Sin discapacidad,Ninguna,Hombre,4
Víctimas de conflicto armado,76036,VALLE DEL CAUCA,ANDALUCIA,entre 6 y 11,Sin discapacidad,Ninguna,Hombre,29
Víctimas de conflicto armado,76036,VALLE DEL CAUCA,ANDALUCIA,entre 12 y 17,Sin discapacidad,Ninguna,Hombre,45
Víctimas de conflicto armado,76036,VALLE DEL CAUCA,ANDALUCIA,entre 18 y 28,Sin discapacidad,Ninguna,Hombre,67
Víctimas de conflicto armado,76036,VALLE DEL CAUCA,ANDALUCIA,entre 29 y 60,Sin discapacidad,Ninguna,Hombre,143
Víctimas de conflicto armado,76036,VALLE DEL CAUCA,ANDALUCIA,entre 61 y 100,Sin discapacidad,Ninguna,Hombre,28
Víctimas de conflicto armado,76036,VALLE DEL CAUCA,ANDALUCIA,entre 12 y 17,Sin discapacidad,Indigena,Hombre,1
Víctimas de conflicto armado,76036,VALLE DEL CAUCA,ANDALUCIA,entre 18 y 28,Sin discapacidad,Indigena,Hombre,1
Víctimas de conflicto armado,76036,VALLE DEL CAUCA,ANDALUCIA,entre 6 y 11,Sin discapacidad,Negro(a) o Afrocolombiano(a),Hombre,1
Víctimas de conflicto armado,76036,VALLE DEL CAUCA,ANDALUCIA,entre 12 y 17,Sin discapacidad,Negro(a) o Afrocolombiano(a),Hombre,2
Víctimas de conflicto armado,76036,VALLE DEL CAUCA,ANDALUCIA,entre 18 y 28,Sin discapacidad,Negro(a) o Afrocolombiano(a),Hombre,3
Víctimas de conflicto armado,76036,VALLE DEL CAUCA,ANDALUCIA,entre 61 y 100,Sin discapacidad,Negro(a) o Afrocolombiano(a),Hombre,3
Víctimas de conflicto armado,76036,VALLE DEL CAUCA,ANDALUCIA,ND,Sin discapacidad,Raizal del Archipielago de San Andres y Providencia,Hombre,1
Víctimas de conflicto armado,76036,VALLE DEL CAUCA,ANDALUCIA,entre 12 y 17,Sin discapacidad,Ninguna,No Informa,1
Víctimas de conflicto armado,76036,VALLE DEL CAUCA,ANDALUCIA,entre 29 y 60,Sin discapacidad,Ninguna,No Informa,2
Víctimas de conflicto armado,76041,VALLE DEL CAUCA,ANSERMANUEVO,entre 6 y 11,Con discapacidad,Ninguna,Mujer,3
Víctimas de conflicto armado,76041,VALLE DEL CAUCA,ANSERMANUEVO,entre 12 y 17,Con discapacidad,Ninguna,Mujer,1
Víctimas de conflicto armado,76041,VALLE DEL CAUCA,ANSERMANUEVO,entre 18 y 28,Con discapacidad,Ninguna,Mujer,1
Víctimas de conflicto armado,76041,VALLE DEL CAUCA,ANSERMANUEVO,entre 29 y 60,Con discapacidad,Ninguna,Mujer,4
Víctimas de conflicto armado,76041,VALLE DEL CAUCA,ANSERMANUEVO,entre 61 y 100,Con discapacidad,Ninguna,Mujer,2
Víctimas de conflicto armado,76041,VALLE DEL CAUCA,ANSERMANUEVO,ND,Sin discapacidad,Ninguna,Mujer,36
Víctimas de conflicto armado,76041,VALLE DEL CAUCA,ANSERMANUEVO,entre 0 y 5,Sin discapacidad,Ninguna,Mujer,23
Víctimas de conflicto armado,76041,VALLE DEL CAUCA,ANSERMANUEVO,entre 6 y 11,Sin discapacidad,Ninguna,Mujer,55
Víctimas de conflicto armado,76041,VALLE DEL CAUCA,ANSERMANUEVO,entre 12 y 17,Sin discapacidad,Ninguna,Mujer,50
Víctimas de conflicto armado,76041,VALLE DEL CAUCA,ANSERMANUEVO,entre 18 y 28,Sin discapacidad,Ninguna,Mujer,77
Víctimas de conflicto armado,76041,VALLE DEL CAUCA,ANSERMANUEVO,entre 29 y 60,Sin discapacidad,Ninguna,Mujer,182
Víctimas de conflicto armado,76041,VALLE DEL CAUCA,ANSERMANUEVO,entre 61 y 100,Sin discapacidad,Ninguna,Mujer,35
Víctimas de conflicto armado,76041,VALLE DEL CAUCA,ANSERMANUEVO,ND,Sin discapacidad,Indigena,Mujer,1
Víctimas de conflicto armado,76041,VALLE DEL CAUCA,ANSERMANUEVO,entre 0 y 5,Sin discapacidad,Indigena,Mujer,1
Víctimas de conflicto armado,76041,VALLE DEL CAUCA,ANSERMANUEVO,entre 6 y 11,Sin discapacidad,Indigena,Mujer,3
Víctimas de conflicto armado,76041,VALLE DEL CAUCA,ANSERMANUEVO,entre 12 y 17,Sin discapacidad,Indigena,Mujer,3
Víctimas de conflicto armado,76041,VALLE DEL CAUCA,ANSERMANUEVO,entre 18 y 28,Sin discapacidad,Indigena,Mujer,5
Víctimas de conflicto armado,76041,VALLE DEL CAUCA,ANSERMANUEVO,entre 29 y 60,Sin discapacidad,Indigena,Mujer,7
Víctimas de conflicto armado,76041,VALLE DEL CAUCA,ANSERMANUEVO,entre 61 y 100,Sin discapacidad,Indigena,Mujer,1
Víctimas de conflicto armado,76041,VALLE DEL CAUCA,ANSERMANUEVO,entre 12 y 17,Sin discapacidad,Gitano(a) ROM,Mujer,1
Víctimas de conflicto armado,76041,VALLE DEL CAUCA,ANSERMANUEVO,entre 29 y 60,Con discapacidad,Negro(a) o Afrocolombiano(a),Mujer,1
Víctimas de conflicto armado,76041,VALLE DEL CAUCA,ANSERMANUEVO,ND,Sin discapacidad,Negro(a) o Afrocolombiano(a),Mujer,1
Víctimas de conflicto armado,76041,VALLE DEL CAUCA,ANSERMANUEVO,entre 12 y 17,Sin discapacidad,Negro(a) o Afrocolombiano(a),Mujer,5
Víctimas de conflicto armado,76041,VALLE DEL CAUCA,ANSERMANUEVO,entre 18 y 28,Sin discapacidad,Negro(a) o Afrocolombiano(a),Mujer,7
Víctimas de conflicto armado,76041,VALLE DEL CAUCA,ANSERMANUEVO,entre 29 y 60,Sin discapacidad,Negro(a) o Afrocolombiano(a),Mujer,12
Víctimas de conflicto armado,76041,VALLE DEL CAUCA,ANSERMANUEVO,entre 61 y 100,Sin discapacidad,Negro(a) o Afrocolombiano(a),Mujer,2
Víctimas de conflicto armado,76041,VALLE DEL CAUCA,ANSERMANUEVO,entre 12 y 17,Sin discapacidad,Raizal del Archipielago de San Andres y Providencia,Mujer,1
Víctimas de conflicto armado,76041,VALLE DEL CAUCA,ANSERMANUEVO,entre 29 y 60,Sin discapacidad,Raizal del Archipielago de San Andres y Providencia,Mujer,1
Víctimas de conflicto armado,76041,VALLE DEL CAUCA,ANSERMANUEVO,entre 12 y 17,Con discapacidad,Ninguna,Hombre,1
Víctimas de conflicto armado,76041,VALLE DEL CAUCA,ANSERMANUEVO,entre 18 y 28,Con discapacidad,Ninguna,Hombre,1
Víctimas de conflicto armado,76041,VALLE DEL CAUCA,ANSERMANUEVO,entre 29 y 60,Con discapacidad,Ninguna,Hombre,2
Víctimas de conflicto armado,76041,VALLE DEL CAUCA,ANSERMANUEVO,entre 61 y 100,Con discapacidad,Ninguna,Hombre,3
Víctimas de conflicto armado,76041,VALLE DEL CAUCA,ANSERMANUEVO,ND,Sin discapacidad,Ninguna,Hombre,42
Víctimas de conflicto armado,76041,VALLE DEL CAUCA,ANSERMANUEVO,entre 0 y 5,Sin discapacidad,Ninguna,Hombre,33
Víctimas de conflicto armado,76041,VALLE DEL CAUCA,ANSERMANUEVO,entre 6 y 11,Sin discapacidad,Ninguna,Hombre,46
Víctimas de conflicto armado,76041,VALLE DEL CAUCA,ANSERMANUEVO,entre 12 y 17,Sin discapacidad,Ninguna,Hombre,59
Víctimas de conflicto armado,76041,VALLE DEL CAUCA,ANSERMANUEVO,entre 18 y 28,Sin discapacidad,Ninguna,Hombre,77
Víctimas de conflicto armado,76041,VALLE DEL CAUCA,ANSERMANUEVO,entre 29 y 60,Sin discapacidad,Ninguna,Hombre,152
Víctimas de conflicto armado,76041,VALLE DEL CAUCA,ANSERMANUEVO,entre 61 y 100,Sin discapacidad,Ninguna,Hombre,45
Víctimas de conflicto armado,76041,VALLE DEL CAUCA,ANSERMANUEVO,entre 6 y 11,Sin discapacidad,Indigena,Hombre,4
